ProviderId,DataYear,SurveysCompleted,SurveyResponseRate,MeasureStartDate,MeasureEndDate
230110,2012,300 or more,35,NULL,NULL
230110,2013,300 or more,37,NULL,NULL
230110,2014,300 or more,41,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230110,2015,550,36,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230110,2016,578,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230117,2009,300 or More,32,NULL,NULL
230117,2010,300 or more,30,NULL,NULL
230117,2011,300 or more,29,NULL,NULL
230117,2012,300 or more,37,NULL,NULL
230117,2013,300 or more,40,NULL,NULL
230117,2014,300 or more,43,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230117,2015,1234,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230117,2016,1587,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230118,2009,300 or More,43,NULL,NULL
230118,2010,300 or more,34,NULL,NULL
230118,2011,300 or more,34,NULL,NULL
230118,2012,300 or more,40,NULL,NULL
230118,2013,300 or more,37,NULL,NULL
230118,2014,300 or more,37,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230118,2015,348,35,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230118,2016,345,35,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230121,2009,300 or More,40,NULL,NULL
230121,2010,300 or more,34,NULL,NULL
230121,2011,300 or more,35,NULL,NULL
230121,2012,300 or more,35,NULL,NULL
230121,2013,300 or more,37,NULL,NULL
230121,2014,300 or more,33,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230121,2015,579,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230121,2016,460,29,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230130,2009,300 or More,42,NULL,NULL
230130,2010,300 or more,40,NULL,NULL
230130,2011,300 or more,38,NULL,NULL
230130,2012,300 or more,39,NULL,NULL
230130,2013,300 or more,38,NULL,NULL
230130,2014,300 or more,36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230130,2015,5266,33,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230130,2016,4279,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230132,2009,300 or More,20,NULL,NULL
230132,2010,300 or more,23,NULL,NULL
230132,2011,300 or more,23,NULL,NULL
230132,2012,300 or more,27,NULL,NULL
230132,2013,300 or more,31,NULL,NULL
230132,2014,300 or more,27,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230132,2015,1951,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230132,2016,1520,27,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230133,2009,300 or More,51,NULL,NULL
230133,2010,300 or more,46,NULL,NULL
230133,2011,300 or more,44,NULL,NULL
230133,2012,300 or more,42,NULL,NULL
230133,2013,300 or more,41,NULL,NULL
230133,2014,Between 100 and 299,41,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230133,2015,357,38,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230133,2016,382,38,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230135,2009,Between 100 and 299,34,NULL,NULL
230141,2009,300 or More,35,NULL,NULL
230141,2010,300 or more,36,NULL,NULL
230141,2011,300 or more,37,NULL,NULL
230141,2012,300 or more,36,NULL,NULL
230141,2013,300 or more,37,NULL,NULL
230141,2014,300 or more,36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230141,2015,1450,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230141,2016,1527,34,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230142,2009,300 or More,25,NULL,NULL
230142,2010,300 or more,23,NULL,NULL
230142,2011,300 or more,26,NULL,NULL
230142,2012,300 or more,24,NULL,NULL
230142,2013,300 or more,23,NULL,NULL
230142,2014,300 or more,20,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230142,2015,473,22,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230142,2016,510,21,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230144,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230144,2016,Not Available,Not Available,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230146,2009,300 or More,29,NULL,NULL
230146,2010,300 or more,30,NULL,NULL
230146,2011,300 or more,29,NULL,NULL
230146,2012,300 or more,26,NULL,NULL
230146,2013,300 or more,27,NULL,NULL
230146,2014,300 or more,26,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230146,2015,595,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230146,2016,541,25,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230151,2009,300 or More,29,NULL,NULL
230151,2010,300 or more,25,NULL,NULL
230151,2011,300 or more,25,NULL,NULL
230151,2012,300 or more,25,NULL,NULL
230151,2013,300 or more,26,NULL,NULL
230151,2014,300 or more,23,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230151,2015,2153,23,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230151,2016,2307,25,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230156,2009,300 or More,30,NULL,NULL
230156,2010,300 or more,33,NULL,NULL
230156,2011,300 or more,33,NULL,NULL
230156,2012,300 or more,38,NULL,NULL
230156,2013,300 or more,37,NULL,NULL
230156,2014,300 or more,33,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230156,2015,2084,37,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230156,2016,2123,37,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230165,2009,300 or More,29,NULL,NULL
230165,2010,300 or more,28,NULL,NULL
230165,2011,300 or more,25,NULL,NULL
230165,2012,300 or more,22,NULL,NULL
230165,2013,300 or more,27,NULL,NULL
230165,2014,300 or more,32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230165,2015,1255,26,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230165,2016,1295,26,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230167,2009,300 or More,38,NULL,NULL
230167,2010,300 or more,40,NULL,NULL
230167,2011,300 or more,42,NULL,NULL
230167,2012,300 or more,40,NULL,NULL
230167,2013,300 or more,36,NULL,NULL
230167,2014,300 or more,36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230167,2015,1296,37,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230167,2016,1400,39,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230174,2009,300 or More,38,NULL,NULL
230174,2010,300 or more,38,NULL,NULL
230174,2011,300 or more,40,NULL,NULL
230174,2012,300 or more,42,NULL,NULL
230174,2013,300 or more,42,NULL,NULL
230174,2014,300 or more,41,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230174,2015,343,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230174,2016,321,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230176,2009,300 or More,37,NULL,NULL
230176,2010,300 or more,34,NULL,NULL
230176,2011,300 or more,38,NULL,NULL
230176,2012,300 or more,36,NULL,NULL
230176,2013,300 or more,35,NULL,NULL
230176,2014,300 or more,32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230176,2015,442,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230176,2016,497,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230180,2009,300 or More,40,NULL,NULL
230180,2010,300 or more,37,NULL,NULL
230180,2011,300 or more,35,NULL,NULL
230180,2012,300 or more,29,NULL,NULL
230180,2013,300 or more,30,NULL,NULL
230180,2014,Between 100 and 299,39,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230180,2015,257,35,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230180,2016,242,35,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230190,2010,N/A,N/A,NULL,NULL
230193,2009,300 or More,38,NULL,NULL
230193,2010,300 or more,34,NULL,NULL
230193,2011,300 or more,40,NULL,NULL
230193,2012,300 or more,37,NULL,NULL
230193,2013,300 or more,37,NULL,NULL
230193,2014,300 or more,37,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230193,2015,1281,33,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230193,2016,1324,34,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230195,2009,300 or More,30,NULL,NULL
230195,2010,300 or more,34,NULL,NULL
230195,2011,300 or more,32,NULL,NULL
230195,2012,300 or more,26,NULL,NULL
230195,2013,300 or more,25,NULL,NULL
230195,2014,300 or more,31,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230195,2015,2218,25,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230195,2016,2109,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230197,2009,300 or More,40,NULL,NULL
230197,2010,300 or more,41,NULL,NULL
230197,2011,300 or more,41,NULL,NULL
230197,2012,300 or more,38,NULL,NULL
230197,2013,300 or more,40,NULL,NULL
230197,2014,300 or more,41,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230197,2015,2360,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230197,2016,3099,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230204,2009,300 or More,27,NULL,NULL
230207,2009,300 or More,27,NULL,NULL
230207,2010,300 or more,27,NULL,NULL
230207,2011,300 or more,27,NULL,NULL
230207,2012,300 or more,27,NULL,NULL
230207,2013,300 or more,29,NULL,NULL
230207,2014,300 or more,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230207,2015,695,26,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230207,2016,662,22,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230208,2009,300 or More,37,NULL,NULL
230208,2010,300 or more,41,NULL,NULL
230208,2011,300 or more,41,NULL,NULL
230208,2012,300 or more,43,NULL,NULL
230208,2013,300 or more,41,NULL,NULL
230208,2014,300 or more,39,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230208,2015,309,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230208,2016,272,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230212,2009,300 or More,32,NULL,NULL
230212,2010,Between 100 and 299,32,NULL,NULL
230212,2011,Between 100 and 299,38,NULL,NULL
230212,2012,Not Available,Not Available,NULL,NULL
230216,2009,300 or More,42,NULL,NULL
230216,2010,300 or more,40,NULL,NULL
230216,2011,300 or more,41,NULL,NULL
230216,2012,300 or more,41,NULL,NULL
230216,2013,300 or more,40,NULL,NULL
230216,2014,300 or more,37,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230216,2015,994,32,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230216,2016,924,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230217,2009,300 or More,44,NULL,NULL
230217,2010,300 or more,41,NULL,NULL
230217,2011,300 or more,37,NULL,NULL
230217,2012,300 or more,36,NULL,NULL
230217,2013,300 or more,40,NULL,NULL
230217,2014,300 or more,40,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230217,2015,421,37,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230217,2016,449,38,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230222,2009,300 or More,51,NULL,NULL
230222,2010,300 or more,47,NULL,NULL
230222,2011,300 or more,48,NULL,NULL
230222,2012,300 or more,38,NULL,NULL
230222,2013,300 or more,40,NULL,NULL
230222,2014,300 or more,42,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230222,2015,783,39,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230222,2016,831,36,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230227,2009,300 or More,34,NULL,NULL
230227,2010,300 or more,33,NULL,NULL
230227,2011,300 or more,36,NULL,NULL
230227,2012,300 or more,32,NULL,NULL
230227,2013,300 or more,28,NULL,NULL
230227,2014,300 or more,28,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230227,2015,2158,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230227,2016,2282,28,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230230,2009,300 or More,42,NULL,NULL
230230,2010,300 or more,37,NULL,NULL
230230,2011,300 or more,38,NULL,NULL
230230,2012,300 or more,38,NULL,NULL
230230,2013,300 or more,37,NULL,NULL
230230,2014,300 or more,37,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230230,2015,2748,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230230,2016,2828,29,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230236,2009,300 or More,34,NULL,NULL
230236,2010,300 or more,32,NULL,NULL
230236,2011,300 or more,29,NULL,NULL
230236,2012,300 or more,33,NULL,NULL
230236,2013,300 or more,35,NULL,NULL
230236,2014,300 or more,33,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230236,2015,1407,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230236,2016,1276,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230239,2009,300 or More,37,NULL,NULL
230239,2010,300 or more,38,NULL,NULL
230239,2011,300 or more,40,NULL,NULL
230239,2012,300 or more,39,NULL,NULL
230239,2013,300 or more,39,NULL,NULL
230239,2014,300 or more,42,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230239,2015,376,41,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230239,2016,376,39,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230241,2009,300 or More,37,NULL,NULL
230241,2010,300 or more,37,NULL,NULL
230241,2011,300 or more,37,NULL,NULL
230241,2012,300 or more,27,NULL,NULL
230241,2013,300 or more,31,NULL,NULL
230241,2014,300 or more,34,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230241,2015,360,29,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230241,2016,319,25,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230244,2009,300 or More,25,NULL,NULL
230244,2010,300 or more,31,NULL,NULL
230244,2011,300 or more,30,NULL,NULL
230244,2012,300 or more,31,NULL,NULL
230244,2013,300 or more,30,NULL,NULL
230244,2014,300 or more,28,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230244,2015,755,25,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230244,2016,734,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230254,2009,300 or More,45,NULL,NULL
230254,2010,300 or more,43,NULL,NULL
230254,2011,300 or more,44,NULL,NULL
230254,2012,300 or more,41,NULL,NULL
230254,2013,300 or more,42,NULL,NULL
230254,2014,300 or more,40,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230254,2015,919,38,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230254,2016,1124,40,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230257,2009,Between 100 and 299,40,NULL,NULL
230259,2009,300 or More,51,NULL,NULL
230259,2010,300 or more,44,NULL,NULL
230259,2011,300 or more,38,NULL,NULL
230259,2012,300 or more,44,NULL,NULL
230259,2013,300 or more,40,NULL,NULL
230259,2014,300 or more,40,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230259,2015,820,48,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230259,2016,935,49,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230264,2009,Fewer than 100,53,NULL,NULL
230264,2010,Fewer than 100,45,NULL,NULL
230264,2011,Fewer than 100,50,NULL,NULL
230264,2012,Fewer than 100,64,NULL,NULL
230264,2013,Fewer than 100,57,NULL,NULL
230264,2014,Fewer than 100,46,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230264,2015,FEWER THAN 50,37,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230264,2016,FEWER THAN 50,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230269,2009,300 or More,40,NULL,NULL
230269,2010,300 or more,43,NULL,NULL
230269,2011,300 or more,42,NULL,NULL
230269,2012,300 or more,41,NULL,NULL
230269,2013,300 or more,40,NULL,NULL
230269,2014,300 or more,38,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230269,2015,3079,36,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230269,2016,2010,35,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230270,2009,300 or More,22,NULL,NULL
230270,2010,300 or more,25,NULL,NULL
230270,2011,300 or more,24,NULL,NULL
230270,2012,300 or more,28,NULL,NULL
230270,2013,300 or more,27,NULL,NULL
230270,2014,300 or more,26,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230270,2015,579,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230270,2016,591,27,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230273,2009,300 or More,15,NULL,NULL
230273,2010,300 or more,16,NULL,NULL
230273,2011,300 or more,16,NULL,NULL
230273,2012,300 or more,23,NULL,NULL
230273,2013,300 or more,23,NULL,NULL
230273,2014,300 or more,21,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230273,2015,981,22,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230273,2016,905,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230275,2010,N/A,N/A,NULL,NULL
230275,2011,N/A,N/A,NULL,NULL
230275,2012,Not Available,Not Available,NULL,NULL
230275,2013,Not Available,Not Available,NULL,NULL
230275,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230275,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230275,2016,Not Available,Not Available,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230277,2009,300 or More,37,NULL,NULL
230277,2010,300 or more,43,NULL,NULL
230277,2011,300 or more,39,NULL,NULL
230277,2012,300 or more,36,NULL,NULL
230277,2013,300 or more,32,NULL,NULL
230277,2014,300 or more,31,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230277,2015,872,28,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230277,2016,918,29,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230279,2010,N/A,N/A,NULL,NULL
230279,2011,N/A,N/A,NULL,NULL
230279,2012,Not Available,Not Available,NULL,NULL
230279,2013,Not Available,Not Available,NULL,NULL
230279,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230279,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230279,2016,Not Available,Not Available,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230297,2009,300 or More,33,NULL,NULL
230297,2010,300 or more,32,NULL,NULL
230297,2011,300 or more,31,NULL,NULL
230297,2012,300 or more,30,NULL,NULL
230297,2013,300 or more,31,NULL,NULL
230297,2014,300 or more,26,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230297,2015,723,26,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230297,2016,700,26,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230301,2009,Fewer than 100,32,NULL,NULL
230301,2010,Fewer than 100,36,NULL,NULL
230301,2011,Fewer than 100,36,NULL,NULL
230301,2012,Fewer than 100,37,NULL,NULL
230301,2013,Fewer than 100,28,NULL,NULL
230301,2014,Fewer than 100,39,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230301,2015,FEWER THAN 50,52,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230301,2016,FEWER THAN 50,54,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230302,2010,N/A,N/A,NULL,NULL
230302,2011,300 or more,39,NULL,NULL
230302,2012,300 or more,36,NULL,NULL
230302,2013,300 or more,36,NULL,NULL
230302,2014,300 or more,32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230302,2015,717,32,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230302,2016,713,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
230303,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
230303,2015,170,28,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
230303,2016,231,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231300,2012,Not Available,Not Available,NULL,NULL
231300,2013,Not Available,Not Available,NULL,NULL
231300,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231300,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231300,2016,Not Available,Not Available,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231301,2012,Not Available,Not Available,NULL,NULL
231301,2013,Not Available,Not Available,NULL,NULL
231301,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231301,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231301,2016,Not Available,Not Available,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231303,2010,N/A,N/A,NULL,NULL
231303,2011,N/A,N/A,NULL,NULL
231303,2012,Not Available,Not Available,NULL,NULL
231303,2013,Not Available,Not Available,NULL,NULL
231303,2014,Between 100 and 299,53,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231303,2015,171,48,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231303,2016,161,44,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231304,2012,Not Available,Not Available,NULL,NULL
231304,2013,Between 100 and 299,39,NULL,NULL
231304,2014,Fewer than 100,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231304,2015,106,32,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231304,2016,121,36,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231305,2010,N/A,N/A,NULL,NULL
231305,2011,N/A,N/A,NULL,NULL
231305,2012,Between 100 and 299,36,NULL,NULL
231305,2013,Between 100 and 299,35,NULL,NULL
231305,2014,Between 100 and 299,38,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231305,2015,225,36,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231305,2016,173,34,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231306,2012,Not Available,Not Available,NULL,NULL
231306,2013,Not Available,Not Available,NULL,NULL
231306,2014,Between 100 and 299,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231306,2015,97,45,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231306,2016,71,45,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231307,2011,N/A,N/A,NULL,NULL
231307,2012,Between 100 and 299,27,NULL,NULL
231307,2013,Between 100 and 299,29,NULL,NULL
231307,2014,Fewer than 100,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231307,2015,114,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231307,2016,104,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231308,2012,Not Available,Not Available,NULL,NULL
231308,2013,Not Available,Not Available,NULL,NULL
231308,2014,Fewer than 100,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231308,2015,FEWER THAN 50,33,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231308,2016,FEWER THAN 50,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231309,2012,Not Available,Not Available,NULL,NULL
231309,2013,Between 100 and 299,42,NULL,NULL
231309,2014,Fewer than 100,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231309,2015,FEWER THAN 50,42,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231309,2016,FEWER THAN 50,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231310,2012,Fewer than 100,32,NULL,NULL
231310,2013,Between 100 and 299,38,NULL,NULL
231310,2014,Between 100 and 299,48,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231310,2015,208,46,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231310,2016,194,42,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231311,2009,Fewer than 100,42,NULL,NULL
231311,2010,Fewer than 100,38,NULL,NULL
231311,2011,Fewer than 100,43,NULL,NULL
231311,2012,Fewer than 100,37,NULL,NULL
231311,2013,Fewer than 100,40,NULL,NULL
231311,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231311,2015,FEWER THAN 50,52,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231311,2016,FEWER THAN 50,59,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231312,2010,N/A,N/A,NULL,NULL
231312,2011,N/A,N/A,NULL,NULL
231312,2012,Fewer than 100,41,NULL,NULL
231312,2013,Fewer than 100,43,NULL,NULL
231312,2014,Fewer than 100,41,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231312,2015,FEWER THAN 50,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231312,2016,54,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231313,2009,Fewer than 100,47,NULL,NULL
231313,2010,Fewer than 100,42,NULL,NULL
231313,2011,Fewer than 100,44,NULL,NULL
231313,2012,Fewer than 100,34,NULL,NULL
231313,2013,Fewer than 100,51,NULL,NULL
231313,2014,Fewer than 100,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231313,2015,FEWER THAN 50,52,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231313,2016,FEWER THAN 50,61,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231314,2009,Between 100 and 299,37,NULL,NULL
231314,2010,Fewer than 100,29,NULL,NULL
231314,2011,Between 100 and 299,34,NULL,NULL
231314,2012,Between 100 and 299,41,NULL,NULL
231314,2013,Between 100 and 299,42,NULL,NULL
231314,2014,Fewer than 100,38,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231314,2015,51,36,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231314,2016,FEWER THAN 50,37,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231315,2009,Between 100 and 299,22,NULL,NULL
231315,2010,Between 100 and 299,26,NULL,NULL
231315,2011,Between 100 and 299,19,NULL,NULL
231315,2012,Between 100 and 299,31,NULL,NULL
231315,2013,Between 100 and 299,34,NULL,NULL
231315,2014,Between 100 and 299,33,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231315,2015,123,39,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231315,2016,92,35,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231316,2009,Between 100 and 299,42,NULL,NULL
231316,2010,Between 100 and 299,38,NULL,NULL
231316,2011,Between 100 and 299,38,NULL,NULL
231316,2012,Between 100 and 299,48,NULL,NULL
231316,2013,Between 100 and 299,44,NULL,NULL
231316,2014,Between 100 and 299,45,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231316,2015,167,37,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231316,2016,210,36,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
231317,2009,Fewer than 100,34,NULL,NULL
231317,2010,Fewer than 100,37,NULL,NULL
231317,2011,Fewer than 100,38,NULL,NULL
231317,2012,Fewer than 100,38,NULL,NULL
231317,2013,Fewer than 100,41,NULL,NULL
231317,2014,Fewer than 100,38,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
231317,2015,72,37,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
231317,2016,61,34,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
