ProviderId,DataYear,OP_10_Score,OP_11_Score,OP_13_Score,OP_14_Score,OP_8_Score,OP_9_Score,OP_10_Sample,OP_11_Sample,OP_13_Sample,OP_14_Sample,OP_8_Sample,OP_9_Sample,MeasureStartDate,MeasureEndDate
050780,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
051300,2013,6.3,Not Available,Not Available,0.7,Not Available,6.3,80,Not Available,Not Available,139,Not Available,128,NULL,NULL
051302,2010,0.545,0.000,NULL,NULL,N/A,N/A,33,27,NULL,NULL,N/A,N/A,NULL,NULL
051302,2013,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
051302,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
051303,2014,Not Available,Not Available,Not Available,Not Available,Not Available,4.5,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
051311,2014,79.0,1.0,Not Available,Not Available,Not Available,11.4,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
051314,2012,0.563,Not Available,Not Available,0.7,Not Available,Not Available,119,Not Available,Not Available,280,Not Available,Not Available,NULL,NULL
051314,2015,11.0,3.1,Not Available,0.9,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
051315,2011,0.080,N/A,NULL,NULL,N/A,N/A,75,N/A,NULL,NULL,N/A,N/A,NULL,NULL
051319,2012,0.628,0,2.8,Not Available,36.8,4.8,239,149,214,Not Available,68,520,NULL,NULL
051319,2015,56.8,10.4,4.5,Not Available,Not Available,12.1,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
051320,2012,0.039,0,Not Available,Not Available,45.3,14.8,233,113,Not Available,Not Available,64,384,NULL,NULL
051320,2015,5.2,2.2,Not Available,5.1,Not Available,8.8,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
051321,2013,4.7,2.9,Not Available,0.4,Not Available,2.0,256,102,Not Available,254,Not Available,538,NULL,NULL
051321,2016,1.9,0.7,Not Available,1.2,Not Available,6.2,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
051327,2010,0.039,0.000,NULL,NULL,N/A,7.1,51,22,NULL,NULL,N/A,99,NULL,NULL
051329,2011,0.081,0.010,NULL,NULL,23.6,8.7,629,393,NULL,NULL,148,866,NULL,NULL
051329,2014,3.2,0.9,5.3,1.2,30.6,6.3,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
051331,2014,14.3,0.7,Not Available,Not Available,41.0,4.8,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
051332,2014,3.6,2.7,6.0,Not Available,40.7,7.4,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
060001,2010,0.046,0.012,NULL,NULL,39.7,4.6,714,340,NULL,NULL,242,1657,NULL,NULL
060001,2013,4.4,1.8,4.7,1.9,34.7,6.5,748,503,320,720,216,1896,NULL,NULL
060003,2010,0.052,0.033,NULL,NULL,25.7,10.9,325,215,NULL,NULL,105,940,NULL,NULL
060003,2013,8.4,2.0,Not Available,2.2,38.8,7.0,347,151,Not Available,455,49,1097,NULL,NULL
060003,2016,5.4,0.0,1.9,1.6,Not Available,5.1,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
060004,2012,0.087,0.006,4.9,Not Available,49.2,13.2,241,157,61,Not Available,61,410,NULL,NULL
060006,2012,0.315,0.358,4.8,1.3,45.6,10.6,553,335,294,318,114,1198,NULL,NULL
060006,2015,18.8,9.6,5.6,Not Available,Not Available,8.1,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
060008,2012,0.347,0.203,3.6,5.2,60.4,10.8,239,138,55,231,53,443,NULL,NULL
060008,2015,20.2,14.6,0.0,Not Available,Not Available,8.8,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
060009,2012,0.039,0.004,6.5,1.2,35.1,12.8,976,953,245,953,148,2694,NULL,NULL
060009,2015,3.0,0.4,1.5,2.5,Not Available,14.0,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
060010,2010,0.125,0.032,NULL,NULL,37.2,8.4,714,528,NULL,NULL,277,2313,NULL,NULL
060010,2013,7.3,1.6,3.7,2.3,39.9,6.4,821,496,1104,819,178,2845,NULL,NULL
060010,2016,5.2,2.3,3.5,3.0,41.5,6.4,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
060011,2013,0.0,4.2,2.0,0.2,52.5,7.3,416,335,102,412,40,579,NULL,NULL
060011,2016,0.2,5.3,2.3,Not Available,Not Available,10.7,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
100217,2013,45.7,0.4,4.6,5.8,39.2,17.7,678,476,87,601,97,1073,NULL,NULL
100217,2016,33.9,1.4,10.3,3.8,Not Available,17.8,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
100220,2010,0.509,0.089,NULL,NULL,55.6,15.9,385,179,NULL,NULL,9,233,NULL,NULL
100220,2013,47.5,0.5,8.0,5.2,Not Available,Not Available,415,182,112,736,Not Available,Not Available,NULL,NULL
100220,2016,24.0,2.7,3.9,3.8,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
100223,2010,0.463,0.048,NULL,NULL,39.7,16.8,549,374,NULL,NULL,68,394,NULL,NULL
100223,2014,17.2,12.2,5.7,3.7,43.8,16.1,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100224,2012,0.179,0.123,Not Available,4.2,Not Available,7,414,284,Not Available,567,Not Available,456,NULL,NULL
100224,2015,8.1,0.8,Not Available,4.1,Not Available,7.4,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
100226,2011,0.046,0.000,NULL,NULL,37.3,7.0,723,595,NULL,NULL,134,1380,NULL,NULL
100226,2014,4.4,0.1,7.1,3.7,37.1,6.0,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100228,2015,3.2,0.5,Not Available,4.1,Not Available,17.8,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
100230,2012,0.045,0.02,Not Available,Not Available,Not Available,11.8,268,196,Not Available,Not Available,Not Available,323,NULL,NULL
100230,2015,5.2,5.3,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
100231,2010,0.570,0.046,NULL,NULL,34.2,15.1,789,699,NULL,NULL,155,2403,NULL,NULL
100232,2011,0.082,0.045,NULL,NULL,35.9,6.9,563,264,NULL,NULL,78,1373,NULL,NULL
100232,2014,6.4,5.0,5.7,1.9,37.3,7.1,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100234,2015,3.8,Not Available,Not Available,5.1,Not Available,16.7,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
100236,2010,0.045,0.025,NULL,NULL,20.7,12.3,403,197,NULL,NULL,29,609,NULL,NULL
100238,2011,0.121,0.000,NULL,NULL,N/A,0.0,198,94,NULL,NULL,N/A,46,NULL,NULL
100238,2014,9.3,0.0,Not Available,4.0,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100239,2012,0.185,Not Available,Not Available,Not Available,Not Available,2.8,124,Not Available,Not Available,Not Available,Not Available,108,NULL,NULL
100240,2012,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
100240,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
100242,2011,0.635,0.014,NULL,NULL,26.9,12.8,914,794,NULL,NULL,67,774,NULL,NULL
100243,2010,0.036,0.081,NULL,NULL,33.3,N/A,388,173,NULL,NULL,6,N/A,NULL,NULL
100243,2013,1.6,5.8,4.7,3.9,Not Available,Not Available,551,69,170,697,Not Available,Not Available,NULL,NULL
100243,2016,0.8,0.6,5.4,5.8,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
100244,2011,0.529,0.003,NULL,NULL,30.8,7.5,768,301,NULL,NULL,117,1764,NULL,NULL
100244,2014,58.1,0.0,6.6,2.6,36.7,7.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100246,2014,2.4,2.0,6.5,4.4,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100248,2010,0.573,0.313,NULL,NULL,25.0,10.7,400,233,NULL,NULL,40,1074,NULL,NULL
100249,2012,0.085,0.094,Not Available,4.5,Not Available,3.6,388,106,Not Available,533,Not Available,869,NULL,NULL
100249,2015,6.0,11.3,1.5,Not Available,Not Available,3.9,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
100252,2011,0.105,0.006,NULL,NULL,N/A,5.3,381,154,NULL,NULL,N/A,662,NULL,NULL
100252,2014,9.0,8.3,Not Available,Not Available,Not Available,4.9,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100253,2012,0.235,0.156,10.1,4.6,26.7,23.2,1347,1467,178,1323,90,2265,NULL,NULL
100253,2015,16.5,6.4,Not Available,4.0,Not Available,19.2,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
100254,2010,0.031,0.005,NULL,NULL,34.2,22.3,488,182,NULL,NULL,73,269,NULL,NULL
100255,2012,0.127,0.222,6.8,4.4,Not Available,12.7,316,180,118,271,Not Available,315,NULL,NULL
100255,2015,16.8,28.1,Not Available,Not Available,Not Available,7.4,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
100256,2010,0.076,0.163,NULL,NULL,40.0,N/A,223,86,NULL,NULL,5,N/A,NULL,NULL
100256,2013,3.4,7.4,Not Available,Not Available,Not Available,Not Available,319,81,Not Available,Not Available,Not Available,Not Available,NULL,NULL
100256,2016,1.3,1.0,Not Available,5.2,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
100258,2013,4.1,0.8,8.2,3.0,38.3,17.5,1351,721,280,1898,47,842,NULL,NULL
100258,2016,0.5,0.0,8.0,1.5,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
100259,2011,0.042,0.015,NULL,NULL,23.8,17.8,480,412,NULL,NULL,63,1419,NULL,NULL
100259,2014,2.6,0.4,4.8,6.2,40.9,7.7,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100260,2014,5.4,0.7,Not Available,2.0,Not Available,9.1,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100264,2015,38.8,0.4,12.7,Not Available,Not Available,8.2,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
050727,2013,1.1,Not Available,Not Available,Not Available,Not Available,Not Available,93,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
050727,2016,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
050732,2012,0.028,0.029,Not Available,Not Available,Not Available,Not Available,109,70,Not Available,Not Available,Not Available,Not Available,NULL,NULL
050732,2015,6.4,4.8,Not Available,0.0,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
050735,2011,0.344,0.035,NULL,NULL,N/A,4.2,218,57,NULL,NULL,N/A,216,NULL,NULL
050735,2014,18.9,3.8,Not Available,Not Available,Not Available,4.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
050736,2013,64.4,2.1,Not Available,0.5,Not Available,7.9,264,95,Not Available,202,Not Available,239,NULL,NULL
050736,2016,47.6,0.0,Not Available,0.5,Not Available,7.3,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
050737,2011,0.674,0.398,NULL,NULL,N/A,8.9,86,83,NULL,NULL,N/A,124,NULL,NULL
050738,2010,0.159,0.225,NULL,NULL,N/A,N/A,69,40,NULL,NULL,N/A,N/A,NULL,NULL
050738,2013,8.2,Not Available,Not Available,6.3,Not Available,Not Available,73,Not Available,Not Available,143,Not Available,Not Available,NULL,NULL
050738,2016,Not Available,Not Available,Not Available,6.8,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
050739,2012,0.129,0.09,8.7,2.2,15,7.2,451,134,173,674,100,664,NULL,NULL
050739,2015,3.3,7.0,4.3,3.1,Not Available,9.7,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
050740,2012,0.329,Not Available,8.9,Not Available,21.2,10.9,213,Not Available,79,Not Available,66,129,NULL,NULL
050742,2013,3.1,5.4,Not Available,1.2,Not Available,13.5,129,111,Not Available,335,Not Available,89,NULL,NULL
050742,2016,1.7,0.0,Not Available,Not Available,Not Available,7.0,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
050744,2010,0.130,0.118,NULL,NULL,N/A,N/A,23,17,NULL,NULL,N/A,N/A,NULL,NULL
050744,2013,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,65,Not Available,Not Available,NULL,NULL
050744,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
050745,2012,0.022,Not Available,Not Available,Not Available,Not Available,Not Available,46,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
050745,2015,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
050746,2010,0.144,0.065,NULL,NULL,N/A,N/A,111,31,NULL,NULL,N/A,N/A,NULL,NULL
050747,2012,0.419,Not Available,Not Available,Not Available,Not Available,5.4,62,Not Available,Not Available,Not Available,Not Available,112,NULL,NULL
050747,2016,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
050749,2012,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
050751,2012,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
050751,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
050752,2013,35.5,3.6,Not Available,Not Available,Not Available,Not Available,138,56,Not Available,Not Available,Not Available,Not Available,NULL,NULL
050754,2012,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
050755,2011,0.065,0.000,NULL,NULL,N/A,N/A,170,47,NULL,NULL,N/A,N/A,NULL,NULL
050755,2014,1.1,Not Available,6.1,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
050757,2014,5.5,0.0,8.2,2.2,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
050758,2015,3.6,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
050761,2016,5.2,2.7,7.5,2.6,Not Available,5.1,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
050763,2012,0.043,Not Available,Not Available,Not Available,Not Available,Not Available,47,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
050763,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
050764,2010,N/A,N/A,NULL,NULL,N/A,N/A,N/A,N/A,NULL,NULL,N/A,N/A,NULL,NULL
050764,2013,2.4,Not Available,Not Available,4.6,Not Available,Not Available,255,Not Available,Not Available,328,Not Available,Not Available,NULL,NULL
050766,2010,N/A,N/A,NULL,NULL,N/A,N/A,N/A,N/A,NULL,NULL,N/A,N/A,NULL,NULL
050766,2013,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
100265,2010,0.169,0.001,NULL,NULL,28.0,7.5,1556,1218,NULL,NULL,225,2822,NULL,NULL
100265,2013,10.2,0.0,Not Available,4.0,36.7,8.0,1170,839,Not Available,1718,109,2907,NULL,NULL
100266,2012,0.118,0.007,5.8,1.7,29.5,6.7,603,275,447,594,156,1011,NULL,NULL
100266,2015,10.3,0.0,4.8,2.9,Not Available,7.1,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
100267,2014,12.0,0.0,Not Available,5.1,Not Available,5.9,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100268,2012,0.012,0,Not Available,4,Not Available,9.8,340,200,Not Available,545,Not Available,686,NULL,NULL
100269,2011,0.026,0.000,NULL,NULL,N/A,12.2,230,86,NULL,NULL,N/A,335,NULL,NULL
100269,2014,0.5,0.0,Not Available,5.7,Not Available,4.2,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100275,2016,1.3,3.1,Not Available,2.8,Not Available,8.1,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
100276,2011,0.190,0.188,NULL,NULL,N/A,8.7,422,288,NULL,NULL,N/A,585,NULL,NULL
100276,2014,6.0,2.0,Not Available,4.2,Not Available,11.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100281,2012,0.049,0.022,Not Available,1.8,24.3,13.4,921,845,Not Available,628,70,1123,NULL,NULL
100281,2015,3.3,2.2,Not Available,1.9,Not Available,17.2,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
100284,2010,0.409,0.320,NULL,NULL,N/A,3.6,66,25,NULL,NULL,N/A,28,NULL,NULL
100285,2010,0.021,0.011,NULL,NULL,37.5,12.6,291,179,NULL,NULL,40,261,NULL,NULL
100285,2013,6.7,0.9,Not Available,Not Available,Not Available,13.1,359,215,Not Available,Not Available,Not Available,289,NULL,NULL
100285,2016,2.6,1.9,Not Available,4.1,Not Available,21.4,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
100286,2015,10.2,1.9,6.0,2.0,Not Available,6.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
100287,2016,8.1,0.4,5.4,1.7,43.0,15.5,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
100288,2011,0.008,0.000,NULL,NULL,N/A,16.6,120,45,NULL,NULL,N/A,199,NULL,NULL
100288,2014,2.4,4.1,Not Available,Not Available,Not Available,12.0,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100289,2014,26.6,0.8,4.3,0.9,37.6,19.1,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100290,2015,1.6,0.6,6.5,4.5,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
100291,2015,11.9,3.1,2.2,Not Available,Not Available,20.2,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
100292,2010,0.217,0.195,NULL,NULL,30.3,9.7,558,318,NULL,NULL,145,771,NULL,NULL
100292,2013,13.5,12.1,7.0,2.3,25.3,14.6,732,471,456,573,95,986,NULL,NULL
100292,2016,5.2,5.0,5.3,2.3,35.4,9.5,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
100296,2014,2.5,0.0,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100299,2010,0.040,0.097,NULL,NULL,N/A,24.8,223,93,NULL,NULL,N/A,315,NULL,NULL
100299,2013,4.0,0.9,Not Available,6.1,Not Available,4.3,275,106,Not Available,393,Not Available,444,NULL,NULL
100299,2016,4.2,4.2,7.1,4.8,Not Available,5.1,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
100302,2010,0.127,0.067,NULL,NULL,35.2,7.7,323,209,NULL,NULL,54,481,NULL,NULL
100307,2010,0.037,0.055,NULL,NULL,22.2,N/A,136,55,NULL,NULL,9,N/A,NULL,NULL
100313,2013,24.0,12.3,Not Available,Not Available,Not Available,Not Available,146,81,Not Available,Not Available,Not Available,Not Available,NULL,NULL
100313,2016,6.5,0.0,Not Available,Not Available,Not Available,7.9,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
100314,2014,1.3,0.0,Not Available,2.4,50.9,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100315,2013,1.9,0.0,2.2,Not Available,Not Available,8.4,156,98,46,Not Available,Not Available,95,NULL,NULL
100316,2015,10.2,2.9,1.6,1.3,Not Available,8.9,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
100319,2014,8.8,Not Available,Not Available,5.4,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
100320,2015,1.9,2.1,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
100322,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
101300,2011,0.575,0.008,NULL,NULL,N/A,N/A,219,127,NULL,NULL,N/A,N/A,NULL,NULL
101300,2014,41.9,4.8,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
101301,2013,10.1,6.0,Not Available,1.4,Not Available,12.9,376,216,Not Available,488,Not Available,479,NULL,NULL
101301,2016,2.5,1.1,Not Available,2.3,Not Available,13.2,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
101305,2013,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
101305,2016,4.2,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
101309,2014,11.7,19.2,Not Available,Not Available,Not Available,20.1,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
101312,2011,0.044,0.000,NULL,NULL,N/A,6.6,206,117,NULL,NULL,N/A,167,NULL,NULL
101312,2014,4.6,0.0,6.3,7.4,47.7,8.9,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
101313,2012,0.069,0.025,6,Not Available,41.7,13.7,376,201,151,Not Available,48,322,NULL,NULL
101313,2015,4.0,0.4,4.0,Not Available,Not Available,17.3,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110001,2011,0.080,0.023,NULL,NULL,35.3,6.7,1249,866,NULL,NULL,201,1905,NULL,NULL
110001,2014,7.7,5.4,4.8,0.4,39.4,6.7,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110002,2012,0.139,0.146,2.7,Not Available,33.8,7.2,431,171,186,Not Available,77,515,NULL,NULL
110003,2014,1.7,0.0,4.7,4.6,36.7,6.9,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
110004,2012,0.093,0.019,4.1,2.1,Not Available,Not Available,345,156,217,419,Not Available,Not Available,NULL,NULL
110004,2015,6.1,1.5,3.7,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110005,2010,0.076,0.004,NULL,NULL,21.9,13.0,857,942,NULL,NULL,114,963,NULL,NULL
110005,2013,6.8,1.0,8.7,2.4,37.2,9.3,1146,1093,288,845,129,1706,NULL,NULL
110006,2015,4.8,0.0,4.7,2.3,Not Available,7.9,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
110007,2010,0.231,0.185,NULL,NULL,40.6,5.4,1261,909,NULL,NULL,212,3151,NULL,NULL
110007,2013,13.3,4.2,4.8,2.4,36.4,5.7,1288,1107,903,1063,121,2966,NULL,NULL
110007,2016,3.6,1.0,6.7,2.1,38.3,5.9,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
110008,2011,0.103,0.008,NULL,NULL,N/A,13.0,505,241,NULL,NULL,N/A,1583,NULL,NULL
